student_id,age,study_hours_week,attendance_rate,sleep_hours,previous_scores,final_grade,gender_  F ,gender_  M ,gender_F,gender_Female,gender_M,gender_Male,parental_education_  doctorate ,parental_education_  high_school ,parental_education_  master ,parental_education_BACHELOR,parental_education_DOCTORATE,parental_education_HIGH_SCHOOL,parental_education_MASTER,parental_education_bachelor,parental_education_doctorate,parental_education_high_school,parental_education_master,extracurricular_  Yes ,extracurricular_NO,extracurricular_No,extracurricular_YES,extracurricular_Yes,tutoring_  Yes ,tutoring_NO,tutoring_No,tutoring_YES,tutoring_Yes,internet_quality_  Good ,internet_quality_  Poor ,internet_quality_EXCELLENT,internet_quality_Excellent,internet_quality_GOOD,internet_quality_Good,internet_quality_POOR,internet_quality_Poor,family_income_  Low ,family_income_  Medium ,family_income_HIGH,family_income_High,family_income_LOW,family_income_Low,family_income_MEDIUM,family_income_Medium,health_status_  Good ,health_status_  Poor ,health_status_EXCELLENT,health_status_Excellent,health_status_GOOD,health_status_Good,health_status_POOR,health_status_Poor,study_sleep_ratio
STD02425,-1.1285245075306218,-0.12109531106324574,0.8326184902374512,-0.36837488445754557,0.35264377595386615,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3287293594158186
STD02249,0.6100647291745245,1.0888377499555077,0.8523557518119846,0.4098673570410283,0.7790337545652031,98.11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.6565547968039747
STD01171,-0.25922988917804873,-1.691575152604955,0.9562360758884775,-1.4146783424722944,7.325100392363561e-05,91.56,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.1957321304437893
STD01023,0.17541741999823787,-2.6463052393731807,-0.06490750978344796,0.721164253640458,1.6769868102970862,100.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-3.6694852199472643
STD02467,-1.5631718167069084,-0.570119829137847,-1.6625868940799078,-0.9390858615564989,0.4363792756294772,86.84,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.607101501128337
STD00616,1.4793593475270976,0.33014115045014697,1.7467653421105882,0.00345196425844008,1.3927268245561955,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,95.61093765832733
STD02108,0.6100647291745245,-0.7249558698532268,-1.5327364889842916,-0.048430851841465256,1.3012788446473045,95.53,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,14.969194459367008
STD00734,0.6100647291745245,-0.7957380598945433,0.028065380265013484,-0.9304387255398483,0.8462425108837858,91.06,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.8552297892186701
STD01142,1.044712038350811,-0.4727943178310369,-0.7660996972997748,0.6952228455905053,-1.6261582953276847,93.15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.6800605601055838
STD00597,-0.25922988917804873,-1.0324160078451952,-0.8585531857278534,1.482112223105729,0.3317099010349636,91.14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.6965837641484601
STD02404,0.17541741999823787,0.535851890257723,1.6096433143296167,-0.23866784420778303,1.0489705627300012,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-2.2451878141532347
STD00751,1.4793593475270976,-1.315544768010461,0.8336572934782152,-0.022489443791512586,-1.0950989421218342,90.13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,58.49870183133631
STD01002,-1.5631718167069084,0.9561211436280396,-0.6570253570194569,0.39257308500772703,2.241099650216994,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2.435517728097667
STD00127,-0.6938771983543353,-0.02376979975643531,-0.9790543616565849,-0.4980819247073074,-0.38555076066007565,76.38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.047722766677730954
STD01480,-1.5631718167069084,-0.07685644228742271,-0.22384440562048216,0.33204313289117104,0.9420976223545502,84.54,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.23146453942197123
STD02111,1.4793593475270976,0.21069620475542522,0.028065380265013484,0.600104349407346,1.58994596195007,96.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3510986945267281
STD01685,0.6100647291745245,-1.2801536729898029,1.2948859323778432,0.6865757095738547,7.325100392363561e-05,89.57,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-1.8645457312182496
STD01924,-1.1285245075306218,-0.02376979975643531,-0.11788647506245911,0.00345196425844008,-1.3209644346678906,94.21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-6.883882362331088
STD01308,-0.25922988917804873,0.5977863065438747,0.001575897625507537,-0.1262550759913225,-2.065769668624644,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-4.734788178917573
STD00623,-0.6938771983543353,-0.2869910689725812,0.028065380265013484,-0.21272643615783035,-0.06493193953372156,97.42,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.3491149631943868
STD02178,-1.5631718167069084,1.1153810712210013,1.664699886090158,0.00345196425844008,0.18186742793123822,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,323.02131957916316
STD01183,0.6100647291745245,-2.153871331312303,0.55837443467551,1.352405182855968,0.2369565724546667,77.75,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.5926216240477595
STD02171,0.17541741999823787,0.1863648269287228,-0.01816136394902587,1.689643487505349,-0.42852029338834996,95.67,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.11029824812666862
STD00301,1.044712038350811,2.589364880245447,-1.3093937922198322,1.9922932480881272,-0.8846584100423369,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.299689984413843
STD00043,-0.6938771983543353,-1.835351476126379,-2.164328859369369,1.3956408629392212,-0.6114162532061321,78.56,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-1.315059059822933
STD00978,-1.5631718167069084,-0.5126092997292774,1.2013936407090005,-0.8353202293566898,-0.12002108405715002,90.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.613668740900478
STD00181,0.6100647291745245,0.30802171606223566,-1.182659796846511,0.945989790073379,0.6380055445852261,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3256075210186168
STD01737,-0.6938771983543353,0.35004864139926717,0.028065380265013484,-0.30784493234098964,7.325100392363561e-05,90.64,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.1370977453975886
STD02432,-0.6938771983543353,0.4031352839302546,-0.6154732273888598,-1.0947343098562141,-1.1325595603977652,95.18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.3682497648520476
STD01790,1.044712038350811,1.8961971051142739,-1.7685448246379307,-0.5240233327572601,-0.7766836867764175,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-3.618542544049623
STD00306,0.17541741999823787,-0.02376979975643531,-0.7058491093354083,1.438876543022476,-0.3844489777696065,96.63,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.0165196822145858
STD00199,0.17541741999823787,2.589364880245447,1.8090935365564833,0.17639468459145657,1.0831258323345272,98.19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,14.679298341354427
STD00766,-1.1285245075306218,0.4672816436551975,0.34126455735563954,2.1306474243545406,7.325100392363561e-05,97.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.2193142886991109
STD00376,0.17541741999823787,-0.13879085857357487,0.5822669092131023,0.28880745280791714,0.7349624389464596,96.08,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.4805636996569589
STD01016,1.044712038350811,-0.16975806671665056,0.6788756106042413,1.4475236790391266,-1.2251093231971253,84.73,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.11727473056233952
STD00331,-0.25922988917804873,0.8012851029126595,-1.9430637690864387,0.00345196425844008,-1.4366516381670908,86.92,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,232.05716681082882
STD00816,-1.1285245075306218,0.4584338699000331,0.2872467888358629,-0.8007316852900864,0.6622447681755345,95.21,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.5725194229742213
STD02337,-0.6938771983543353,-0.22726859612522055,1.2606054254326007,-1.5357382467054057,0.9509118854783001,94.69,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.14798664069180875
STD00395,0.17541741999823787,0.9937241820874889,-1.7747776440825205,-0.7920845492734351,-0.8725387982471827,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.2545699036408664
STD01196,-1.5631718167069084,-0.6209945282300433,1.6917087703500469,0.12451186849155124,0.5223183410860258,94.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-4.9873923535235285
STD02509,1.4793593475270976,-1.218219256703651,1.9410215481336288,-0.005195171758210553,1.4037446534608822,88.89,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,234.53580540111759
STD01145,-0.6938771983543353,-0.3577732590138978,0.5843445156946332,0.5914572133906955,2.5979395838675017,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.6049003140270299
STD02080,1.9140066567033842,0.21733203507179888,-0.7806429426704838,0.3493374049244723,-0.30291704387493296,97.86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.6221246562306442
STD00785,0.6100647291745245,1.1021094105882547,1.037262728668142,0.6260457574572987,-0.3161384385605555,97.01,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.760426673343847
STD00647,0.6100647291745245,0.5823027024723366,0.8326184902374512,0.18504182060810723,0.4044275718058888,96.77,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.146853796103583
STD00297,-1.1285245075306218,-0.02376979975643531,0.673681594400417,0.29745458882456777,-0.9849206530749772,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.07991041570395295
STD00059,1.4793593475270976,0.25935896040883044,1.2959247356186088,0.46175017314093286,0.9145530500928359,99.16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5616855473146151
STD01781,1.044712038350811,-0.1056117069917077,-0.7889533685966031,-0.06572512387476652,-0.6246376478917547,89.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.6068941016687366
STD01723,0.17541741999823787,-0.03704146038918226,-0.4762735931263598,1.352405182855968,-1.243839632335091,91.79,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.027389301275567445
STD02179,-1.1285245075306218,-1.1673445576114547,0.9500032564438876,1.4129351349725225,-0.78219260122876,91.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.826183525721887
STD01215,-1.1285245075306218,0.190788713806305,-0.8128458431341962,1.0238140142232364,1.6362208433497503,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.18635076762480918
STD00113,-1.1285245075306218,0.7946492725962863,0.27270354346515385,-0.18678502810787845,-0.4957290497069326,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-4.254374855527427
STD02457,-0.6938771983543353,1.219342412844185,0.3101004601326912,0.5828100773740448,-0.07044085398606487,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.0921743943820377
STD01585,1.044712038350811,-0.08128032916500529,1.3634469462683296,0.17639468459145657,-0.9474600347990455,84.07,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.4607841135867672
STD01354,-1.1285245075306218,2.216928903738989,0.04105042077457509,-1.1466171259561186,0.8925173922834658,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-1.9334534492879019
STD00030,-0.6938771983543353,-0.3179582771156569,0.3558078027263486,1.0151668782065857,1.8951398226098635,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.3132075826486629
STD01130,0.6100647291745245,0.5270041165025582,1.0476507610757908,0.23692463670801178,-1.0950989421218342,96.3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2.2243439917480963
STD00293,0.6100647291745245,1.411781492019014,0.2529662818906204,-1.1898528060393727,-1.0895900276694916,98.9,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-1.1865187621291868
STD01779,1.044712038350811,0.35889641515443155,0.8949466846833463,0.6519871655072514,-1.0510276265030916,99.07,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.5504646159876346
STD01048,0.6100647291745245,1.5201667205197804,-2.5260920879657545,0.00345196425844008,-0.09468007757637327,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,440.2497699777914
STD01027,0.6100647291745245,0.03816461652971646,0.04520563373763472,-0.7229074611402284,-0.8582156206710919,87.66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.05279329841584213
STD01692,-1.1285245075306218,-0.15648640608390402,0.7817171314399688,-1.8037994632215806,1.615286968430846,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.08675381938424517
STD00278,0.17541741999823787,0.6685684965851912,0.5344819601379162,-1.4492668865388978,1.3795054298705722,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.4613152788560079
STD00224,1.4793593475270976,-1.2713058992346382,-1.081895882492313,1.5167007671723332,-0.18943340615667018,81.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.8382042711038709
STD01927,1.4793593475270976,-0.5103973562904863,0.15427997401795193,-2.149684903887614,0.37578121665370623,85.18,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.23742902636404078
STD00450,0.17541741999823787,-0.02376979975643531,0.7640574763469647,1.6809963514886983,0.5906288802950768,95.69,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-0.014140295780588041
STD01925,-1.5631718167069084,0.44073832238970395,0.028065380265013484,0.7298113896571087,1.1139757532676473,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.60390633077191
STD01392,0.17541741999823787,1.44274870016209,0.028065380265013484,0.00345196425844008,1.3773018640896355,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,417.8290280982722
STD00852,0.17541741999823787,2.1151795055545963,0.2872467888358629,-0.07437225989141716,-0.21257084685651023,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-28.440818518373646
STD01552,-0.6938771983543353,1.3056082069570396,0.2041425295746689,0.00345196425844008,0.15432285566952397,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,378.11228534026714
STD01802,1.044712038350811,0.2991739423070709,1.1961996245051763,-0.15219648404127517,-0.042896281724350636,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.9657215468097293
STD01364,-0.6938771983543353,-1.7490856820135245,0.20933654577849325,0.3233959968745204,-0.7315105882672065,79.66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-5.4084784302810895
STD02133,-1.1285245075306218,-0.02376979975643531,-0.9655499195266405,0.00345196425844008,-2.03051261612965,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,-6.883882362331088
STD00753,-1.5631718167069084,0.8676434060763939,0.24984987216832555,0.00345196425844008,0.4044275718058888,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,251.27494556470234
STD00472,-0.6938771983543353,0.0005615780702670995,-0.2009907343236531,-0.6969660530902766,1.4808694557936808,89.4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.0008057478173075048
STD02093,-0.25922988917804873,0.8322523110557356,-2.3596238686331747,-0.5413176047905613,0.41985253227244884,97.28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-1.5374594159692165
STD00850,-1.1285245075306218,0.03816461652971646,0.3734674578193518,-0.5413176047905613,0.8980263067358084,92.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.0705033176369725
STD01195,-0.6938771983543353,0.2416634128985013,0.3817778837454718,1.8971747519049686,0.15872998723139817,89.32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.12738061439792556
STD01710,-0.25922988917804873,0.45179803958365944,-1.1525345028643281,-0.4548462446240535,1.0886347467868713,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.9933005674426415
STD00277,0.17541741999823787,1.9780390123495464,-0.23631004450966103,-1.2676770301892306,-2.5771346526633687,87.26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-1.5603663438002193
